date,value
1/1/415,-0.1209
1/1/416,-0.1809
1/1/417,-0.1479
1/1/418,-0.1849
1/1/419,-0.1505
1/1/420,-0.1473
1/1/421,-0.1753
1/1/422,-0.1982
1/1/423,-0.1929
1/1/424,-0.0958
1/1/425,-0.1105
1/1/426,-0.2733
1/1/427,-0.1836
1/1/428,-0.2478
1/1/429,-0.1307
1/1/430,-0.0936
1/1/431,-0.1609
1/1/432,-0.1387
1/1/433,-0.1288
1/1/434,-0.0849
1/1/435,-0.0963
1/1/436,-0.181
1/1/437,-0.1168
1/1/438,-0.1472
1/1/439,-0.2229
1/1/440,-0.1879
1/1/441,-0.1469
1/1/442,-0.1089
1/1/443,-0.0626
1/1/444,-0.0314
1/1/445,-0.1507
1/1/446,-0.1247
1/1/447,-0.1686
1/1/448,-0.1711
1/1/449,-0.2887
1/1/450,-0.1552
1/1/451,-0.2029
1/1/452,-0.1671
1/1/453,-0.1321
1/1/454,-0.1378
1/1/455,-0.1236
1/1/456,-0.1434
1/1/457,-0.0779
1/1/458,-0.1037
1/1/459,-0.1487
1/1/460,-0.1929
1/1/461,-0.1431
1/1/462,-0.2145
1/1/463,-0.2359
1/1/464,-0.2518
1/1/465,-0.2026
1/1/466,-0.1485
1/1/467,-0.2288
1/1/468,-0.2142
1/1/469,-0.2646
1/1/470,-0.3221
1/1/471,-0.2833
1/1/472,-0.2568
1/1/473,-0.2746
1/1/474,-0.3172
1/1/475,-0.272
1/1/476,-0.2579
1/1/477,-0.2494
1/1/478,-0.1549
1/1/479,-0.1717
1/1/480,-0.0919
1/1/481,-0.1571
1/1/482,-0.1773
1/1/483,-0.1493
1/1/484,-0.1433
1/1/485,-0.0876
1/1/486,-0.1715
1/1/487,-0.1578
1/1/488,-0.1908
1/1/489,-0.1202
1/1/490,-0.1511
1/1/491,-0.1337
1/1/492,-0.1777
1/1/493,-0.1096
1/1/494,-0.091
1/1/495,-0.1439
1/1/496,-0.115
1/1/497,-0.1535
1/1/498,-0.1223
1/1/499,-0.167
1/1/500,-0.1112
1/1/501,-0.1098
1/1/502,-0.1327
1/1/503,-0.1536
1/1/504,-0.2426
1/1/505,-0.1619
