date,value,,TAVG,TMAX,TMIN
8/29/1988,22.5,,,26.1,18.9
8/30/1988,18.85,,,24.4,13.3
8/31/1988,18.05,,,26.1,10
9/1/1988,18.35,,,26.1,10.6
9/2/1988,18.9,,,27.8,10
9/3/1988,19.2,,,26.7,11.7
9/4/1988,16.65,,,18.9,14.4
9/5/1988,18.6,,,26.1,11.1
9/6/1988,14.2,,,20.6,7.8
9/7/1988,13.6,,,22.8,4.4
9/8/1988,15.25,,,24.4,6.1
9/9/1988,17.5,,,25,10
9/10/1988,20.55,,,27.8,13.3
9/11/1988,16.95,,,22.8,11.1
9/12/1988,15.3,,,23.9,6.7
9/13/1988,19.7,,,25,14.4
9/14/1988,16.1,,,22.8,9.4
9/15/1988,12.25,,,18.9,5.6
9/16/1988,11.7,,,20.6,2.8
9/17/1988,13.35,,,20,6.7
9/18/1988,20.85,,,26.7,15
9/19/1988,21.35,,,28.3,14.4
9/20/1988,21.95,,,25.6,18.3
9/21/1988,21.4,,,26.1,16.7
9/22/1988,18.05,,,22.8,13.3
9/23/1988,19.45,,,26.7,12.2
9/24/1988,16.4,,,22.2,10.6
9/25/1988,15.55,,,21.1,10
9/26/1988,16.1,,,24.4,7.8
9/27/1988,14.2,,,22.8,5.6
9/28/1988,14.75,,,23.9,5.6
9/29/1988,10,,,18.3,1.7
9/30/1988,15.55,,,23.3,7.8
10/1/1988,20,,,27.8,12.2
10/2/1988,20,,,25,15
10/3/1988,15,,,18.9,11.1
10/4/1988,12.75,,,16.1,9.4
10/5/1988,10,,,16.1,3.9
10/6/1988,7.8,,,13.9,1.7
10/7/1988,5.55,,,11.7,-0.6
10/8/1988,3.35,,,6.1,0.6
10/9/1988,5.85,,,13.9,-2.2
10/10/1988,10.55,,,18.9,2.2
10/11/1988,11.4,,,17.8,5
10/12/1988,6.1,,,12.2,0
10/13/1988,6.65,,,10,3.3
10/14/1988,6.9,,,14.4,-0.6
10/15/1988,9.75,,,17.8,1.7
10/16/1988,11.95,,,18.3,5.6
10/17/1988,14.15,,,21.1,7.2
10/18/1988,15,,,19.4,10.6
10/19/1988,6.7,,,11.7,1.7
10/20/1988,4.75,,,11.7,-2.2
10/21/1988,3.65,,,11.7,-4.4
10/22/1988,8.9,,,12.8,5
10/23/1988,6.95,,,11.7,2.2
10/24/1988,9.75,,,15.6,3.9
10/25/1988,7.75,,,13.3,2.2
10/26/1988,4.75,,,11.7,-2.2
10/27/1988,6.1,,,13.3,-1.1
10/28/1988,5.25,,,14.4,-3.9
10/29/1988,5.85,,,11.7,0
10/30/1988,4.15,,,8.9,-0.6
10/31/1988,0.85,,,7.8,-6.1
11/1/1988,1.95,,,8.3,-4.4
11/2/1988,6.1,,,8.3,3.9
11/3/1988,5.85,,,11.7,0
11/4/1988,6.95,,,17.2,-3.3
11/5/1988,11.35,,,18.3,4.4
11/6/1988,13.6,,,18.9,8.3
11/7/1988,7.8,,,11.7,3.9
11/8/1988,6.95,,,12.2,1.7
11/9/1988,6.95,,,11.7,2.2
11/10/1988,7.5,,,13.9,1.1
11/11/1988,8.05,,,11.7,4.4
11/12/1988,3.6,,,8.9,-1.7
11/13/1988,4.45,,,12.2,-3.3
11/14/1988,9.45,,,17.8,1.1
11/15/1988,6.95,,,13.9,0
11/16/1988,3.9,,,10,-2.2
11/17/1988,8.9,,,16.1,1.7
11/18/1988,4.7,,,9.4,0
11/19/1988,1.4,,,5,-2.2
11/20/1988,3.9,,,6.1,1.7
11/21/1988,7.25,,,12.8,1.7
11/22/1988,3.05,,,8.3,-2.2
11/23/1988,1.1,,,8.9,-6.7
11/24/1988,1.7,,,5.6,-2.2
11/25/1988,3.05,,,10,-3.9
11/26/1988,3.9,,,13.9,-6.1
11/27/1988,7.2,,,14.4,0
11/28/1988,8.9,,,15,2.8
11/29/1988,3.05,,,7.2,-1.1
11/30/1988,2.5,,,9.4,-4.4
12/1/1988,3.05,,,8.3,-2.2
12/2/1988,0.55,,,4.4,-3.3
12/3/1988,5.85,,,10.6,1.1
12/4/1988,2.75,,,8.3,-2.8
12/5/1988,-1.95,,,2.8,-6.7
12/6/1988,-0.3,,,7.2,-7.8
12/7/1988,6.9,,,14.4,-0.6
12/8/1988,1.65,,,6.1,-2.8
12/9/1988,-2.8,,,1.1,-6.7
12/10/1988,-3.35,,,0,-6.7
12/11/1988,-9.75,,,-2.8,-16.7
12/12/1988,-13.3,,,-7.2,-19.4
12/13/1988,-9.2,,,-1.7,-16.7
12/14/1988,2.5,,,6.7,-1.7
12/15/1988,0.55,,,7.2,-6.1
12/16/1988,-10.85,,,-5,-16.7
12/17/1988,-10.55,,,-6.7,-14.4
12/18/1988,-8.9,,,-2.2,-15.6
12/19/1988,-6.4,,,1.1,-13.9
12/20/1988,1.35,,,8.3,-5.6
12/21/1988,5.85,,,10.6,1.1
12/22/1988,-1.95,,,2.8,-6.7
12/23/1988,-4.2,,,-0.6,-7.8
12/24/1988,-0.3,,,1.1,-1.7
12/25/1988,4.45,,,8.3,0.6
12/26/1988,-1.95,,,1.7,-5.6
12/27/1988,-1.95,,,3.3,-7.2
12/28/1988,6.7,,,11.7,1.7
12/29/1988,-1.1,,,1.7,-3.9
12/30/1988,-2.25,,,2.2,-6.7
12/31/1988,0.6,,,5.6,-4.4
1/1/1989,-3.05,,,0.6,-6.7
1/2/1989,0.55,,,2.8,-1.7
1/3/1989,-0.55,,,2.2,-3.3
1/4/1989,-10,,,-3.3,-16.7
1/5/1989,-11.4,,,-6.1,-16.7
1/6/1989,-10,,,-5,-15
1/7/1989,-2.8,,,-0.6,-5
1/8/1989,3.6,,,9.4,-2.2
1/9/1989,0.55,,,4.4,-3.3
1/10/1989,-2.75,,,0.6,-6.1
1/11/1989,-1.95,,,2.8,-6.7
1/12/1989,-4.15,,,0.6,-8.9
1/13/1989,0.55,,,5,-3.9
1/14/1989,-2.25,,,4.4,-8.9
1/15/1989,5.55,,,10,1.1
1/16/1989,0.85,,,5,-3.3
1/17/1989,1.4,,,7.8,-5
1/18/1989,1.65,,,7.2,-3.9
1/19/1989,2.5,,,7.8,-2.8
1/20/1989,2.8,,,8.9,-3.3
1/21/1989,-8.85,,,-3.3,-14.4
1/22/1989,-4.45,,,4.4,-13.3
1/23/1989,0.25,,,8.3,-7.8
1/24/1989,3.05,,,13.9,-7.8
1/25/1989,-0.8,,,2.8,-4.4
1/26/1989,0.85,,,6.7,-5
1/27/1989,1.35,,,4.4,-1.7
1/28/1989,0.85,,,6.1,-4.4
1/29/1989,4.7,,,10,-0.6
1/30/1989,5.55,,,7.8,3.3
1/31/1989,5,,,8.3,1.7
2/1/1989,11.9,,,19.4,4.4
2/2/1989,3.85,,,9.4,-1.7
2/3/1989,-2.8,,,1.1,-6.7
2/4/1989,-7.25,,,-5.6,-8.9
2/5/1989,-8.35,,,-6.1,-10.6
2/6/1989,-3.05,,,1.7,-7.8
2/7/1989,-3.9,,,0,-7.8
2/8/1989,-5,,,1.1,-11.1
2/9/1989,-7.5,,,-3.3,-11.7
2/10/1989,-6.7,,,-2.8,-10.6
2/11/1989,-1.65,,,3.9,-7.2
2/12/1989,-0.85,,,4.4,-6.1
2/13/1989,-3.9,,,2.2,-10
2/14/1989,6.1,,,11.1,1.1
2/15/1989,3.3,,,4.4,2.2
2/16/1989,-1.65,,,3.9,-7.2
2/17/1989,-7.5,,,-3.9,-11.1
2/18/1989,-7.5,,,-1.1,-13.9
2/19/1989,-0.85,,,3.3,-5
2/20/1989,0.3,,,6.7,-6.1
2/21/1989,6.95,,,13.9,0
2/22/1989,6.1,,,10,2.2
2/23/1989,-0.8,,,2.8,-4.4
2/24/1989,-6.4,,,-3.9,-8.9
2/25/1989,-5,,,-1.7,-8.3
2/26/1989,-5.85,,,0,-11.7
2/27/1989,-1.95,,,3.3,-7.2
2/28/1989,-2.75,,,3.9,-9.4
3/1/1989,-0.25,,,3.9,-4.4
3/2/1989,-1.95,,,3.3,-7.2
3/3/1989,-1.15,,,4.4,-6.7
3/4/1989,1.65,,,3.9,-0.6
3/5/1989,1.95,,,5,-1.1
3/6/1989,-1.4,,,4.4,-7.2
3/7/1989,-9.45,,,-5.6,-13.3
3/8/1989,-6.1,,,0,-12.2
3/9/1989,-2.8,,,5,-10.6
3/10/1989,1.1,,,7.2,-5
3/11/1989,0.85,,,10,-8.3
3/12/1989,-0.3,,,5,-5.6
3/13/1989,-3.35,,,3.3,-10
3/14/1989,4.15,,,12.2,-3.9
3/15/1989,8.05,,,12.2,3.9
3/16/1989,6.1,,,10,2.2
3/17/1989,10.55,,,19.4,1.7
3/18/1989,11.1,,,21.1,1.1
3/19/1989,1.1,,,5,-2.8
3/20/1989,-0.8,,,5.6,-7.2
3/21/1989,3.05,,,6.7,-0.6
3/22/1989,0,,,6.1,-6.1
3/23/1989,1.1,,,9.4,-7.2
3/24/1989,1.95,,,6.1,-2.2
3/25/1989,7.5,,,13.9,1.1
3/26/1989,9.75,,,16.7,2.8
3/27/1989,8.6,,,18.9,-1.7
3/28/1989,18.05,,,28.3,7.8
3/29/1989,15.8,,,23.3,8.3
3/30/1989,5.25,,,8.3,2.2
3/31/1989,2.5,,,3.9,1.1
4/1/1989,5,,,8.3,1.7
4/2/1989,6.1,,,13.3,-1.1
4/3/1989,7.2,,,10,4.4
4/4/1989,11.95,,,16.7,7.2
4/5/1989,16.1,,,21.1,11.1
4/6/1989,8.35,,,11.7,5
4/7/1989,8.6,,,13.3,3.9
4/8/1989,4.4,,,9.4,-0.6
4/9/1989,3.3,,,7.2,-0.6
4/10/1989,4.45,,,11.1,-2.2
4/11/1989,3.85,,,9.4,-1.7
4/12/1989,3.9,,,11.7,-3.9
4/13/1989,5,,,10.6,-0.6
4/14/1989,6.1,,,12.8,-0.6
4/15/1989,4.15,,,8.3,0
4/16/1989,5.85,,,7.8,3.9
4/17/1989,11.1,,,22.2,0
4/18/1989,15.55,,,21.1,10
4/19/1989,10.6,,,15.6,5.6
4/20/1989,8.05,,,15,1.1
4/21/1989,10,,,17.8,2.2
4/22/1989,3.6,,,8.3,-1.1
4/23/1989,3.65,,,10.6,-3.3
4/24/1989,7.25,,,13.9,0.6
4/25/1989,10.25,,,18.3,2.2
4/26/1989,10,,,21.1,-1.1
4/27/1989,12.8,,,20,5.6
4/28/1989,10.55,,,18.9,2.2
4/29/1989,8.05,,,12.2,3.9
4/30/1989,14.45,,,21.7,7.2
5/1/1989,12.5,,,16.7,8.3
5/2/1989,12.2,,,14.4,10
5/3/1989,11.15,,,15.6,6.7
5/4/1989,13.35,,,21.1,5.6
5/5/1989,11.65,,,18.3,5
5/6/1989,18.3,,,24.4,12.2
5/7/1989,13.05,,,18.3,7.8
5/8/1989,8.6,,,12.8,4.4
5/9/1989,11.9,,,19.4,4.4
5/10/1989,9.2,,,11.7,6.7
5/11/1989,10,,,13.9,6.1
5/12/1989,15.3,,,20,10.6
5/13/1989,14.45,,,18.9,10
5/14/1989,14.45,,,21.7,7.2
5/15/1989,16.1,,,23.9,8.3
5/16/1989,13.35,,,16.1,10.6
5/17/1989,20.85,,,27.8,13.9
5/18/1989,20.3,,,30.6,10
5/19/1989,20.85,,,30.6,11.1
5/20/1989,20,,,30,10
5/21/1989,20.3,,,27.8,12.8
5/22/1989,19.45,,,27.8,11.1
5/23/1989,17.2,,,25,9.4
5/24/1989,13.05,,,14.4,11.7
5/25/1989,20.55,,,27.8,13.3
5/26/1989,21.15,,,26.7,15.6
5/27/1989,18.05,,,23.9,12.2
5/28/1989,15.3,,,20.6,10
5/29/1989,16.7,,,26.7,6.7
5/30/1989,17.75,,,23.3,12.2
5/31/1989,21.1,,,27.8,14.4
6/1/1989,23.65,,,30.6,16.7
6/2/1989,23.9,,,30,17.8
6/3/1989,21.65,,,28.9,14.4
6/4/1989,20.3,,,27.8,12.8
6/5/1989,18.05,,,26.1,10
6/6/1989,17.25,,,18.9,15.6
6/7/1989,17.2,,,18.3,16.1
6/8/1989,18.05,,,21.1,15
6/9/1989,15.25,,,18.3,12.2
6/10/1989,19.45,,,26.7,12.2
6/11/1989,19.4,,,24.4,14.4
6/12/1989,20,,,27.2,12.8
6/13/1989,16.1,,,19.4,12.8
6/14/1989,16.15,,,20.6,11.7
6/15/1989,12.5,,,13.3,11.7
6/16/1989,16.15,,,20.6,11.7
6/17/1989,22.2,,,28.3,16.1
6/18/1989,21.95,,,27.2,16.7
6/19/1989,21.4,,,28.9,13.9
6/20/1989,22.2,,,29.4,15
6/21/1989,20.85,,,25,16.7
6/22/1989,25.55,,,31.1,20
6/23/1989,24.75,,,31.7,17.8
6/24/1989,20,,,23.9,16.1
6/25/1989,20.85,,,28.9,12.8
6/26/1989,23.6,,,31.1,16.1
6/27/1989,25.25,,,33.3,17.2
6/28/1989,22.5,,,26.1,18.9
6/29/1989,18.6,,,24.4,12.8
6/30/1989,19.2,,,27.8,10.6
7/1/1989,20.55,,,28.9,12.2
7/2/1989,23.3,,,32.2,14.4
7/3/1989,23.9,,,31.1,16.7
7/4/1989,21.4,,,27.2,15.6
7/5/1989,20.55,,,23.3,17.8
7/6/1989,22.75,,,27.2,18.3
7/7/1989,25.25,,,33.3,17.2
7/8/1989,22.8,,,27.8,17.8
7/9/1989,21.65,,,29.4,13.9
7/10/1989,23.1,,,30.6,15.6
7/11/1989,23.9,,,30.6,17.2
7/12/1989,21.95,,,30,13.9
7/13/1989,20,,,26.1,13.9
7/14/1989,21.15,,,26.7,15.6
7/15/1989,20.3,,,27.8,12.8
7/16/1989,19.75,,,25.6,13.9
7/17/1989,18.85,,,23.3,14.4
7/18/1989,21.4,,,27.8,15
7/19/1989,23.6,,,30,17.2
7/20/1989,20.55,,,23.3,17.8
7/21/1989,21.1,,,24.4,17.8
7/22/1989,24.15,,,28.3,20
7/23/1989,26.1,,,32.2,20
7/24/1989,23.9,,,31.1,16.7
7/25/1989,26.4,,,33.9,18.9
7/26/1989,28.35,,,35,21.7
7/27/1989,27.5,,,33.3,21.7
7/28/1989,22.75,,,29.4,16.1
7/29/1989,19.7,,,26.1,13.3
7/30/1989,21.1,,,28.3,13.9
7/31/1989,20.3,,,27.8,12.8
8/1/1989,22.2,,,28.3,16.1
8/2/1989,22.5,,,28.9,16.1
8/3/1989,24.45,,,30,18.9
8/4/1989,27.75,,,34.4,21.1
8/5/1989,28.3,,,33.3,23.3
8/6/1989,28.05,,,34.4,21.7
8/7/1989,21.4,,,27.2,15.6
8/8/1989,16.95,,,23.3,10.6
8/9/1989,16.95,,,25,8.9
8/10/1989,18.9,,,27.2,10.6
8/11/1989,16.1,,,18.3,13.9
8/12/1989,17.2,,,20,14.4
8/13/1989,23.3,,,27.2,19.4
8/14/1989,25,,,28.3,21.7
8/15/1989,25.25,,,29.4,21.1
8/16/1989,26.4,,,31.1,21.7
8/17/1989,23.6,,,28.9,18.3
8/18/1989,20.55,,,26.7,14.4
8/19/1989,21.15,,,25.6,16.7
8/20/1989,23.9,,,28.9,18.9
8/21/1989,25.3,,,30,20.6
8/22/1989,24.45,,,28.9,20
8/23/1989,24.75,,,31.7,17.8
8/24/1989,19.7,,,26.1,13.3
8/25/1989,16.1,,,22.8,9.4
8/26/1989,16.1,,,24.4,7.8
8/27/1989,16.1,,,24.4,7.8
8/28/1989,19.4,,,24.4,14.4
8/29/1989,20.3,,,23.9,16.7
8/30/1989,24.2,,,30.6,17.8
8/31/1989,20.55,,,26.1,15
9/1/1989,20,,,27.8,12.2
9/2/1989,19.45,,,26.1,12.8
9/3/1989,16.65,,,24.4,8.9
9/4/1989,15.8,,,23.3,8.3
9/5/1989,14.45,,,22.2,6.7
9/6/1989,15.55,,,24.4,6.7
9/7/1989,17.8,,,26.7,8.9
9/8/1989,20,,,27.8,12.2
9/9/1989,22.5,,,31.1,13.9
9/10/1989,26.1,,,33.9,18.3
9/11/1989,25.85,,,31.1,20.6
9/12/1989,20.25,,,26.1,14.4
9/13/1989,20.55,,,27.8,13.3
9/14/1989,19.15,,,23.3,15
9/15/1989,17.8,,,21.7,13.9
9/16/1989,16.7,,,20.6,12.8
9/17/1989,18.05,,,21.7,14.4
9/18/1989,17.75,,,21.1,14.4
9/19/1989,15.8,,,17.2,14.4
9/20/1989,19.2,,,22.8,15.6
9/21/1989,23.05,,,25,21.1
9/22/1989,25,,,27.8,22.2
9/23/1989,18.3,,,28.3,8.3
9/24/1989,10.25,,,16.1,4.4
9/25/1989,10.55,,,19.4,1.7
9/26/1989,15,,,19.4,10.6
9/27/1989,8.85,,,14.4,3.3
9/28/1989,10.3,,,18.9,1.7
9/29/1989,17.2,,,24.4,10
9/30/1989,14.2,,,20.6,7.8
10/1/1989,13.05,,,21.7,4.4
10/2/1989,14.45,,,18.9,10
10/3/1989,13.35,,,18.9,7.8
10/4/1989,10.55,,,14.4,6.7
10/5/1989,11.65,,,18.3,5
10/6/1989,15.8,,,22.2,9.4
10/7/1989,13.05,,,17.2,8.9
10/8/1989,10.25,,,13.3,7.2
10/9/1989,7.25,,,12.8,1.7
10/10/1989,6.35,,,14.4,-1.7
10/11/1989,10.55,,,16.1,5
10/12/1989,10.55,,,20,1.1
10/13/1989,15.25,,,24.4,6.1
10/14/1989,13.35,,,21.1,5.6
10/15/1989,11.65,,,14.4,8.9
10/16/1989,16.1,,,19.4,12.8
10/17/1989,11.95,,,17.2,6.7
10/18/1989,6.15,,,6.7,5.6
10/19/1989,5.8,,,7.2,4.4
10/20/1989,14.15,,,21.1,7.2
10/21/1989,8.6,,,12.8,4.4
10/22/1989,6.95,,,11.7,2.2
10/23/1989,9.15,,,18.3,0
10/24/1989,10.85,,,21.7,0
10/25/1989,13.35,,,23.9,2.8
10/26/1989,12.8,,,23.9,1.7
10/27/1989,14.4,,,24.4,4.4
10/28/1989,16.7,,,25.6,7.8
10/29/1989,13.85,,,23.3,4.4
10/30/1989,15,,,24.4,5.6
10/31/1989,15,,,18.3,11.7
11/1/1989,11.95,,,16.1,7.8
11/2/1989,8.05,,,12.8,3.3
11/3/1989,5,,,8.3,1.7
11/4/1989,2.5,,,7.2,-2.2
11/5/1989,5,,,12.2,-2.2
11/6/1989,8.9,,,13.9,3.9
11/7/1989,8.05,,,15,1.1
11/8/1989,11.4,,,13.9,8.9
11/9/1989,12.5,,,17.8,7.2
11/10/1989,8.3,,,13.3,3.3
11/11/1989,6.95,,,12.2,1.7
11/12/1989,6.65,,,12.2,1.1
11/13/1989,4.4,,,9.4,-0.6
11/14/1989,14.15,,,22.2,6.1
11/15/1989,16.1,,,18.9,13.3
11/16/1989,12.2,,,19.4,5
11/17/1989,3.3,,,7.2,-0.6
11/18/1989,2.75,,,7.2,-1.7
11/19/1989,0,,,3.3,-3.3
11/20/1989,5.3,,,10,0.6
11/21/1989,0,,,6.1,-6.1
11/22/1989,-2.8,,,1.1,-6.7
11/23/1989,-6.7,,,-2.8,-10.6
11/24/1989,-8.05,,,1.1,-17.2
11/25/1989,0.25,,,6.1,-5.6
11/26/1989,5.55,,,8.3,2.8
11/27/1989,3.05,,,6.7,-0.6
11/28/1989,8.6,,,14.4,2.8
11/29/1989,-2.75,,,2.8,-8.3
11/30/1989,-1.95,,,3.9,-7.8
12/1/1989,-7.5,,,-2.8,-12.2
12/2/1989,-9.45,,,-5,-13.9
12/3/1989,-6.4,,,-1.7,-11.1
12/4/1989,-9.2,,,-5.6,-12.8
12/5/1989,-7.8,,,0,-15.6
12/6/1989,-1.65,,,5.6,-8.9
12/7/1989,-1.65,,,5,-8.3
12/8/1989,-7.8,,,-5,-10.6
12/9/1989,-8.85,,,-3.3,-14.4
12/10/1989,-5,,,0,-10
12/11/1989,-0.3,,,3.3,-3.9
12/12/1989,-5.55,,,-2.8,-8.3
12/13/1989,-6.95,,,-2.2,-11.7
12/14/1989,-9.15,,,-4.4,-13.9
12/15/1989,-8.6,,,-1.1,-16.1
12/16/1989,-6.1,,,-5,-7.2
12/17/1989,-5,,,-2.8,-7.2
12/18/1989,-6.95,,,-2.8,-11.1
12/19/1989,-10,,,-3.9,-16.1
12/20/1989,-6.95,,,-2.8,-11.1
12/21/1989,-12.2,,,-7.2,-17.2
12/22/1989,-14.2,,,-11.7,-16.7
12/23/1989,-14.45,,,-8.3,-20.6
12/24/1989,-15,,,-7.2,-22.8
12/25/1989,-11.95,,,-3.9,-20
12/26/1989,-6.4,,,-0.6,-12.2
12/27/1989,-12.5,,,-8.9,-16.1
12/28/1989,-6.95,,,-2.2,-11.7
12/29/1989,-6.4,,,-3.9,-8.9
12/30/1989,-6.4,,,-3.9,-8.9
12/31/1989,-1.4,,,1.1,-3.9
1/1/1990,1.95,,,6.7,-2.8
1/2/1990,1.1,,,5,-2.8
1/3/1990,2.5,,,8.3,-3.3
1/4/1990,3.05,,,7.8,-1.7
1/5/1990,1.65,,,7.2,-3.9
1/6/1990,0.6,,,5.6,-4.4
1/7/1990,-0.85,,,5,-6.7
1/8/1990,0.55,,,3.9,-2.8
1/9/1990,-0.25,,,5.6,-6.1
1/10/1990,3.6,,,5,2.2
1/11/1990,2.25,,,3.9,0.6
1/12/1990,1.7,,,5.6,-2.2
1/13/1990,-4.45,,,-1.7,-7.2
1/14/1990,-3.9,,,0,-7.8
1/15/1990,-1.1,,,2.2,-4.4
1/16/1990,4.45,,,11.1,-2.2
1/17/1990,6.65,,,14.4,-1.1
1/18/1990,10.8,,,17.2,4.4
1/19/1990,0,,,5.6,-5.6
1/20/1990,-2.8,,,0,-5.6
1/21/1990,-2.8,,,0,-5.6
1/22/1990,-2.75,,,0.6,-6.1
1/23/1990,-1.95,,,5,-8.9
1/24/1990,3.6,,,8.3,-1.1
1/25/1990,2.75,,,4.4,1.1
1/26/1990,5.8,,,9.4,2.2
1/27/1990,3.9,,,7.2,0.6
1/28/1990,5.8,,,12.2,-0.6
1/29/1990,1.1,,,2.2,0
1/30/1990,0.85,,,3.9,-2.2
1/31/1990,1.35,,,8.3,-5.6
2/1/1990,2.8,,,10,-4.4
2/2/1990,5,,,10,0
2/3/1990,-2.5,,,0,-5
2/4/1990,-2.2,,,0,-4.4
2/5/1990,-4.45,,,-0.6,-8.3
2/6/1990,0.8,,,7.2,-5.6
2/7/1990,4.15,,,10,-1.7
2/8/1990,4.15,,,12.2,-3.9
2/9/1990,7.75,,,14.4,1.1
2/10/1990,5.55,,,11.7,-0.6
2/11/1990,1.7,,,6.7,-3.3
2/12/1990,-0.3,,,5,-5.6
2/13/1990,1.1,,,8.3,-6.1
2/14/1990,7.25,,,11.7,2.8
2/15/1990,0,,,2.8,-2.8
2/16/1990,1.1,,,2.8,-0.6
2/17/1990,-1.35,,,5.6,-8.3
2/18/1990,-3.6,,,2.8,-10
2/19/1990,5,,,11.7,-1.7
2/20/1990,-4.75,,,-1.7,-7.8
2/21/1990,-0.3,,,9.4,-10
2/22/1990,7.2,,,15,-0.6
2/23/1990,14.15,,,20,8.3
2/24/1990,2.2,,,8.3,-3.9
2/25/1990,-8.05,,,-2.2,-13.9
2/26/1990,-13.35,,,-6.7,-20
2/27/1990,-9.45,,,0,-18.9
2/28/1990,-3.9,,,-1.1,-6.7
3/1/1990,-4.15,,,2.8,-11.1
3/2/1990,4.45,,,11.7,-2.8
3/3/1990,5.55,,,12.2,-1.1
3/4/1990,-2.2,,,1.7,-6.1
3/5/1990,-3.3,,,1.7,-8.3
3/6/1990,-5.55,,,-1.7,-9.4
3/7/1990,-5.85,,,2.2,-13.9
3/8/1990,-3.6,,,5.6,-12.8
3/9/1990,3.35,,,12.8,-6.1
3/10/1990,4.75,,,11.7,-2.2
3/11/1990,12.5,,,20.6,4.4
3/12/1990,6.65,,,11.1,2.2
3/13/1990,13.6,,,26.1,1.1
3/14/1990,13.65,,,20.6,6.7
3/15/1990,14.45,,,22.8,6.1
3/16/1990,16.1,,,26.1,6.1
3/17/1990,16.95,,,21.1,12.8
3/18/1990,7.8,,,13.9,1.7
3/19/1990,5.8,,,13.3,-1.7
3/20/1990,5.3,,,6.7,3.9
3/21/1990,5.25,,,9.4,1.1
3/22/1990,5.55,,,13.9,-2.8
3/23/1990,8.35,,,17.8,-1.1
3/24/1990,0.55,,,4.4,-3.3
3/25/1990,3.3,,,9.4,-2.8
3/26/1990,3.9,,,11.7,-3.9
3/27/1990,-1.7,,,3.3,-6.7
3/28/1990,1.1,,,10,-7.8
3/29/1990,2.5,,,10,-5
3/30/1990,1.7,,,2.8,0.6
3/31/1990,4.15,,,7.2,1.1
4/1/1990,6.95,,,10,3.9
4/2/1990,5.8,,,7.2,4.4
4/3/1990,5,,,6.1,3.9
4/4/1990,6.9,,,9.4,4.4
4/5/1990,7.2,,,12.2,2.2
4/6/1990,6.95,,,11.1,2.8
4/7/1990,4.75,,,10.6,-1.1
4/8/1990,3.6,,,8.3,-1.1
4/9/1990,7.8,,,16.7,-1.1
4/10/1990,10.25,,,14.4,6.1
4/11/1990,8.3,,,14.4,2.2
4/12/1990,3.85,,,8.3,-0.6
4/13/1990,3.1,,,10.6,-4.4
4/14/1990,5.8,,,13.3,-1.7
4/15/1990,10.85,,,15.6,6.1
4/16/1990,10.55,,,18.9,2.2
4/17/1990,8.6,,,14.4,2.8
4/18/1990,5.3,,,10,0.6
4/19/1990,6.95,,,15.6,-1.7
4/20/1990,11.4,,,17.8,5
4/21/1990,12.25,,,13.9,10.6
4/22/1990,15.55,,,22.2,8.9
4/23/1990,16.1,,,24.4,7.8
4/24/1990,12.2,,,20,4.4
4/25/1990,9.75,,,11.7,7.8
4/26/1990,17.25,,,25.6,8.9
4/27/1990,21.1,,,33.3,8.9
4/28/1990,22.75,,,34.4,11.1
4/29/1990,10,,,12.2,7.8
4/30/1990,10.3,,,12.8,7.8
5/1/1990,18.9,,,27.2,10.6
5/2/1990,13.35,,,17.8,8.9
5/3/1990,12.25,,,20.6,3.9
5/4/1990,14.45,,,20.6,8.3
5/5/1990,8.05,,,10,6.1
5/6/1990,11.1,,,17.8,4.4
5/7/1990,11.4,,,17.2,5.6
5/8/1990,13.85,,,19.4,8.3
5/9/1990,17.25,,,25.6,8.9
5/10/1990,18.3,,,22.2,14.4
5/11/1990,11.15,,,15.6,6.7
5/12/1990,10.8,,,19.4,2.2
5/13/1990,14.15,,,19.4,8.9
5/14/1990,17.75,,,24.4,11.1
5/15/1990,17.2,,,24.4,10
5/16/1990,14.15,,,16.1,12.2
5/17/1990,11.9,,,14.4,9.4
5/18/1990,13.9,,,20,7.8
5/19/1990,13.35,,,17.8,8.9
5/20/1990,10.8,,,13.3,8.3
5/21/1990,7.2,,,8.3,6.1
5/22/1990,11.4,,,16.7,6.1
5/23/1990,11.4,,,16.7,6.1
5/24/1990,13.05,,,21.1,5
5/25/1990,15.85,,,25,6.7
5/26/1990,15.55,,,23.3,7.8
5/27/1990,16.7,,,25.6,7.8
5/28/1990,18.35,,,26.7,10
5/29/1990,12.8,,,15.6,10
5/30/1990,14.75,,,20.6,8.9
5/31/1990,14.75,,,23.9,5.6
6/1/1990,18.05,,,28.3,7.8
6/2/1990,22.2,,,31.1,13.3
6/3/1990,21.1,,,24.4,17.8
6/4/1990,17.8,,,25,10.6
6/5/1990,14.7,,,22.2,7.2
6/6/1990,14.7,,,23.3,6.1
6/7/1990,21.4,,,27.8,15
6/8/1990,18.35,,,26.1,10.6
6/9/1990,19.4,,,24.4,14.4
6/10/1990,20.55,,,26.1,15
6/11/1990,14.15,,,18.3,10
6/12/1990,17.75,,,27.2,8.3
6/13/1990,18.9,,,28.9,8.9
6/14/1990,18.85,,,23.3,14.4
6/15/1990,20.8,,,28.3,13.3
6/16/1990,21.95,,,30,13.9
6/17/1990,23.9,,,30,17.8
6/18/1990,23.35,,,28.9,17.8
6/19/1990,20.55,,,24.4,16.7
6/20/1990,21.1,,,27.2,15
6/21/1990,21.95,,,26.1,17.8
6/22/1990,24.2,,,32.8,15.6
