date,value,,TAVG,TMAX,TMIN
2/14/1944,-8.1,,-8.1,,
2/15/1944,4.1,,4.1,,
2/16/1944,-3.3,,-3.3,,
2/17/1944,-2.8,,-2.8,,
2/18/1944,1.4,,1.4,,
2/19/1944,-8.4,,-8.4,,
2/20/1944,-5.7,,-5.7,,
2/21/1944,1,,1,,
2/22/1944,0.6,,0.6,,
2/23/1944,4.7,,4.7,,
2/24/1944,4.3,,4.3,,
2/25/1944,1.6,,1.6,,
2/26/1944,-0.7,,-0.7,,
2/27/1944,-0.1,,-0.1,,
2/28/1944,2.7,,2.7,,
2/29/1944,1.9,,1.9,,
3/1/1944,-0.7,,-0.7,,
3/2/1944,-6.5,,-6.5,,
3/3/1944,-4.6,,-4.6,,
3/4/1944,-3.1,,-3.1,,
3/5/1944,-5,,-5,,
3/6/1944,-2.6,,-2.6,,
3/7/1944,2.8,,2.8,,
3/8/1944,2.3,,2.3,,
3/9/1944,-2.8,,-2.8,,
3/10/1944,-5.1,,-5.1,,
3/11/1944,-3.8,,-3.8,,
3/12/1944,3.8,,3.8,,
3/13/1944,5.6,,5.6,,
3/14/1944,3.3,,3.3,,
3/15/1944,1.4,,1.4,,
3/16/1944,1.1,,1.1,,
3/17/1944,3.7,,3.7,,
3/18/1944,4.3,,4.3,,
3/19/1944,-6.2,,-6.2,,
3/20/1944,-5.3,,-5.3,,
3/21/1944,-0.9,,-0.9,,
3/22/1944,0.1,,0.1,,
3/23/1944,1.1,,1.1,,
3/24/1944,7.2,,7.2,,
3/25/1944,7.1,,7.1,,
3/26/1944,7.7,,7.7,,
3/27/1944,4.7,,4.7,,
3/28/1944,4.7,,4.7,,
3/29/1944,3,,3,,
3/30/1944,1.4,,1.4,,
3/31/1944,3.2,,3.2,,
4/1/1944,2.8,,2.8,,
4/2/1944,6.4,,6.4,,
4/3/1944,2.8,,2.8,,
4/4/1944,1.2,,1.2,,
4/5/1944,1.7,,1.7,,
4/6/1944,3.4,,3.4,,
4/7/1944,9.1,,9.1,,
4/8/1944,5.8,,5.8,,
4/9/1944,8.9,,8.9,,
4/10/1944,11.8,,11.8,,
4/11/1944,6.8,,6.8,,
4/12/1944,3.9,,3.9,,
4/13/1944,6.4,,6.4,,
4/14/1944,5.5,,5.5,,
4/15/1944,3.9,,3.9,,
4/16/1944,4.2,,4.2,,
4/17/1944,6.9,,6.9,,
4/18/1944,9.7,,9.7,,
4/19/1944,10.4,,10.4,,
4/20/1944,11.5,,11.5,,
4/21/1944,6.5,,6.5,,
4/22/1944,8.1,,8.1,,
4/23/1944,7.1,,7.1,,
4/24/1944,4.9,,4.9,,
4/25/1944,8.4,,8.4,,
4/26/1944,11.2,,11.2,,
4/27/1944,10.6,,10.6,,
4/28/1944,9.7,,9.7,,
4/29/1944,12.2,,12.2,,
4/30/1944,16.5,,16.5,,
5/1/1944,18.4,,18.4,,
5/2/1944,11.6,,11.6,,
5/3/1944,13.8,,13.8,,
5/4/1944,19.4,,19.4,,
5/5/1944,21.6,,21.6,,
5/6/1944,19.7,,19.7,,
5/7/1944,18.9,,18.9,,
5/8/1944,14.8,,14.8,,
5/9/1944,14.6,,14.6,,
5/10/1944,17,,17,,
5/11/1944,18.4,,18.4,,
5/12/1944,20.4,,20.4,,
5/13/1944,21.7,,21.7,,
5/14/1944,21,,21,,
5/15/1944,19.7,,19.7,,
5/16/1944,17.8,,17.8,,
5/17/1944,19.5,,19.5,,
5/18/1944,18.2,,18.2,,
5/19/1944,11.8,,11.8,,
5/20/1944,14.8,,14.8,,
5/21/1944,17,,17,,
5/22/1944,17.6,,17.6,,
5/23/1944,14.6,,14.6,,
5/24/1944,13.9,,13.9,,
5/25/1944,16.3,,16.3,,
5/26/1944,17.4,,17.4,,
5/27/1944,20.7,,20.7,,
5/28/1944,23.5,,23.5,,
5/29/1944,23,,23,,
5/30/1944,18.9,,18.9,,
5/31/1944,23.8,,23.8,,
6/1/1944,23.7,,23.7,,
6/2/1944,24.4,,24.4,,
6/3/1944,22.6,,22.6,,
6/4/1944,14.9,,14.9,,
6/5/1944,14,,14,,
6/6/1944,18.7,,18.7,,
6/7/1944,20.2,,20.2,,
6/8/1944,15.9,,15.9,,
6/9/1944,19.1,,19.1,,
6/10/1944,17.3,,17.3,,
6/11/1944,18.2,,18.2,,
6/12/1944,20.5,,20.5,,
6/13/1944,22.2,,22.2,,
6/14/1944,16.7,,16.7,,
6/15/1944,14.8,,14.8,,
6/16/1944,23.1,,23.1,,
6/17/1944,24.1,,24.1,,
6/18/1944,24.6,,24.6,,
6/19/1944,16.9,,16.9,,
6/20/1944,17.6,,17.6,,
6/21/1944,13.8,,13.8,,
6/22/1944,19.9,,19.9,,
6/23/1944,22.9,,22.9,,
6/24/1944,19.6,,19.6,,
6/25/1944,17.7,,17.7,,
6/26/1944,21.9,,21.9,,
6/27/1944,24.6,,24.6,,
6/28/1944,25.2,,25.2,,
6/29/1944,26.1,,26.1,,
6/30/1944,24.8,,24.8,,
7/1/1944,22.6,,22.6,,
7/2/1944,22.4,,22.4,,
7/3/1944,20.4,,20.4,,
7/4/1944,20.7,,20.7,,
7/5/1944,22.7,,22.7,,
7/6/1944,27.1,,27.1,,
7/7/1944,26.1,,26.1,,
7/8/1944,25.7,,25.7,,
7/9/1944,27.4,,27.4,,
7/10/1944,26.4,,26.4,,
7/11/1944,24.9,,24.9,,
7/12/1944,25.4,,25.4,,
7/13/1944,25.9,,25.9,,
7/14/1944,23.7,,23.7,,
7/15/1944,23.7,,23.7,,
7/16/1944,22.6,,22.6,,
7/17/1944,20.7,,20.7,,
7/18/1944,21.1,,21.1,,
7/19/1944,20.7,,20.7,,
7/20/1944,20.4,,20.4,,
7/21/1944,22.5,,22.5,,
7/22/1944,20.8,,20.8,,
7/23/1944,24.2,,24.2,,
7/24/1944,24.7,,24.7,,
7/25/1944,26.1,,26.1,,
7/26/1944,25.4,,25.4,,
7/27/1944,23,,23,,
7/28/1944,23.8,,23.8,,
7/29/1944,22.9,,22.9,,
7/30/1944,24.8,,24.8,,
7/31/1944,25.3,,25.3,,
8/1/1944,25.2,,25.2,,
8/2/1944,25.4,,25.4,,
8/3/1944,23.9,,23.9,,
8/4/1944,26.8,,26.8,,
8/5/1944,27.7,,27.7,,
8/6/1944,24.4,,24.4,,
8/7/1944,20.2,,20.2,,
8/8/1944,21.4,,21.4,,
8/9/1944,20.9,,20.9,,
8/10/1944,23.1,,23.1,,
8/11/1944,27.2,,27.2,,
8/12/1944,28.4,,28.4,,
8/13/1944,27.8,,27.8,,
8/14/1944,25.9,,25.9,,
8/15/1944,25.6,,25.6,,
8/16/1944,26.9,,26.9,,
8/17/1944,26.3,,26.3,,
8/18/1944,23.7,,23.7,,
8/19/1944,19.5,,19.5,,
8/20/1944,18.2,,18.2,,
8/21/1944,21.2,,21.2,,
8/22/1944,22.7,,22.7,,
8/23/1944,23.5,,23.5,,
8/24/1944,18.6,,18.6,,
8/25/1944,16.1,,16.1,,
8/26/1944,16,,16,,
8/27/1944,16.7,,16.7,,
8/28/1944,17.8,,17.8,,
8/29/1944,19.6,,19.6,,
8/30/1944,21.2,,21.2,,
8/31/1944,22.7,,22.7,,
9/1/1944,23.4,,23.4,,
9/2/1944,25.7,,25.7,,
9/3/1944,22.9,,22.9,,
9/4/1944,20.7,,20.7,,
9/5/1944,21.6,,21.6,,
9/6/1944,20.8,,20.8,,
9/7/1944,22.3,,22.3,,
9/8/1944,16.9,,16.9,,
9/9/1944,17.2,,17.2,,
9/10/1944,17.6,,17.6,,
9/11/1944,17.3,,17.3,,
9/12/1944,16,,16,,
9/13/1944,16.3,,16.3,,
9/14/1944,20.4,,20.4,,
9/15/1944,23.3,,23.3,,
9/16/1944,21.8,,21.8,,
9/17/1944,20.5,,20.5,,
9/18/1944,18.1,,18.1,,
9/19/1944,16.7,,16.7,,
9/20/1944,20.4,,20.4,,
9/21/1944,20.8,,20.8,,
9/22/1944,18.7,,18.7,,
9/23/1944,12.8,,12.8,,
9/24/1944,9.7,,9.7,,
9/25/1944,10,,10,,
9/26/1944,14.4,,14.4,,
9/27/1944,16.7,,16.7,,
9/28/1944,17.9,,17.9,,
9/29/1944,16.8,,16.8,,
9/30/1944,11.8,,11.8,,
10/1/1944,12.8,,12.8,,
10/2/1944,12.6,,12.6,,
10/3/1944,9.7,,9.7,,
10/4/1944,9,,9,,
10/5/1944,12.1,,12.1,,
10/6/1944,16.5,,16.5,,
10/7/1944,21.1,,21.1,,
10/8/1944,20.6,,20.6,,
10/9/1944,14.6,,14.6,,
10/10/1944,12.6,,12.6,,
10/11/1944,13.4,,13.4,,
10/12/1944,12.3,,12.3,,
10/13/1944,11.9,,11.9,,
10/14/1944,14.1,,14.1,,
10/15/1944,9,,9,,
10/16/1944,5.9,,5.9,,
10/17/1944,11.1,,11.1,,
10/18/1944,13.3,,13.3,,
10/19/1944,13.3,,13.3,,
10/20/1944,6.9,,6.9,,
10/21/1944,7.4,,7.4,,
10/22/1944,7.7,,7.7,,
10/23/1944,6.1,,6.1,,
10/24/1944,9.5,,9.5,,
10/25/1944,10.8,,10.8,,
10/26/1944,11.8,,11.8,,
10/27/1944,7.3,,7.3,,
10/28/1944,6.3,,6.3,,
10/29/1944,7.6,,7.6,,
10/30/1944,6.4,,6.4,,
10/31/1944,5.2,,5.2,,
11/1/1944,10.7,,10.7,,
11/2/1944,12.6,,12.6,,
11/3/1944,9.9,,9.9,,
11/4/1944,12.1,,12.1,,
11/5/1944,10.5,,10.5,,
11/6/1944,3.6,,3.6,,
11/7/1944,4.6,,4.6,,
11/8/1944,7,,7,,
11/9/1944,3.2,,3.2,,
11/10/1944,9.4,,9.4,,
11/11/1944,9.7,,9.7,,
11/12/1944,3.2,,3.2,,
11/13/1944,3.8,,3.8,,
11/14/1944,6.3,,6.3,,
11/15/1944,3.9,,3.9,,
11/16/1944,4,,4,,
11/17/1944,5,,5,,
11/18/1944,4.9,,4.9,,
11/19/1944,4.4,,4.4,,
11/20/1944,0.7,,0.7,,
11/21/1944,4.6,,4.6,,
11/22/1944,3.3,,3.3,,
11/23/1944,1.9,,1.9,,
11/24/1944,-0.9,,-0.9,,
11/25/1944,2.2,,2.2,,
11/26/1944,1.6,,1.6,,
11/27/1944,1.9,,1.9,,
11/28/1944,8.2,,8.2,,
11/29/1944,1.1,,1.1,,
11/30/1944,3.2,,3.2,,
12/1/1944,0.8,,0.8,,
12/2/1944,-3.2,,-3.2,,
12/3/1944,-6.8,,-6.8,,
12/4/1944,-3.8,,-3.8,,
12/5/1944,0.1,,0.1,,
12/6/1944,-0.9,,-0.9,,
12/7/1944,3.1,,3.1,,
12/8/1944,3,,3,,
12/9/1944,5.7,,5.7,,
12/10/1944,2.1,,2.1,,
12/11/1944,0.2,,0.2,,
12/12/1944,2.4,,2.4,,
12/13/1944,-0.3,,-0.3,,
12/14/1944,-2.6,,-2.6,,
12/15/1944,-2.1,,-2.1,,
12/16/1944,1.3,,1.3,,
12/17/1944,2,,2,,
12/18/1944,-1.2,,-1.2,,
12/19/1944,-6.9,,-6.9,,
12/20/1944,-10.6,,-10.6,,
12/21/1944,-1.5,,-1.5,,
12/22/1944,-10.4,,-10.4,,
12/23/1944,-9.8,,-9.8,,
12/24/1944,-1.4,,-1.4,,
12/25/1944,-0.2,,-0.2,,
12/26/1944,-0.1,,-0.1,,
12/27/1944,-9.9,,-9.9,,
12/28/1944,-3.2,,-3.2,,
12/29/1944,-8.6,,-8.6,,
12/30/1944,-8.9,,-8.9,,
12/31/1944,-3.9,,-3.9,,
1/1/1945,3.9,,3.9,,
1/2/1945,-1.6,,-1.6,,
1/3/1945,-7.9,,-7.9,,
1/4/1945,-1.4,,-1.4,,
1/5/1945,-4.9,,-4.9,,
1/6/1945,-10.9,,-10.9,,
1/7/1945,-10.5,,-10.5,,
1/8/1945,-2.4,,-2.4,,
1/9/1945,-1.3,,-1.3,,
1/10/1945,-12.1,,-12.1,,
1/11/1945,-13.2,,-13.2,,
1/12/1945,-7.4,,-7.4,,
1/13/1945,1.2,,1.2,,
1/14/1945,-6.1,,-6.1,,
1/15/1945,-5.1,,-5.1,,
1/16/1945,-4.6,,-4.6,,
1/17/1945,-4.6,,-4.6,,
1/18/1945,-7.4,,-7.4,,
1/19/1945,-4.9,,-4.9,,
1/20/1945,-6.3,,-6.3,,
1/21/1945,-6.5,,-6.5,,
1/22/1945,-5.8,,-5.8,,
1/23/1945,-2.1,,-2.1,,
1/24/1945,-6.2,,-6.2,,
1/25/1945,-16.7,,-16.7,,
1/26/1945,-13.9,,-13.9,,
1/27/1945,-8.4,,-8.4,,
1/28/1945,-4.1,,-4.1,,
1/29/1945,-3.2,,-3.2,,
1/30/1945,-5.1,,-5.1,,
1/31/1945,-7.3,,-7.3,,
2/1/1945,-8.1,,-8.1,,
2/2/1945,-6.2,,-6.2,,
2/3/1945,-6.9,,-6.9,,
2/4/1945,-6,,-6,,
2/5/1945,-1.1,,-1.1,,
2/6/1945,-4.7,,-4.7,,
2/7/1945,-5.1,,-5.1,,
2/8/1945,-1.1,,-1.1,,
2/9/1945,-0.5,,-0.5,,
2/10/1945,-0.3,,-0.3,,
2/11/1945,4,,4,,
2/12/1945,-0.3,,-0.3,,
2/13/1945,-3.3,,-3.3,,
2/14/1945,-3,,-3,,
2/15/1945,-2.6,,-2.6,,
2/16/1945,2.9,,2.9,,
2/17/1945,0.3,,0.3,,
2/18/1945,-4.4,,-4.4,,
2/19/1945,-5.9,,-5.9,,
2/20/1945,-7.8,,-7.8,,
2/21/1945,-3.2,,-3.2,,
2/22/1945,0.6,,0.6,,
2/23/1945,4.4,,4.4,,
2/24/1945,2.7,,2.7,,
2/25/1945,2.5,,2.5,,
2/26/1945,-0.6,,-0.6,,
2/27/1945,3.6,,3.6,,
2/28/1945,0.1,,0.1,,
3/1/1945,2.3,,2.3,,
3/2/1945,3.4,,3.4,,
3/3/1945,6.7,,6.7,,
3/4/1945,3.6,,3.6,,
3/5/1945,0.2,,0.2,,
3/6/1945,3.8,,3.8,,
3/7/1945,4.7,,4.7,,
3/8/1945,0.3,,0.3,,
3/9/1945,2.1,,2.1,,
3/10/1945,1.6,,1.6,,
3/11/1945,1.4,,1.4,,
3/12/1945,-0.6,,-0.6,,
3/13/1945,4.9,,4.9,,
3/14/1945,5.8,,5.8,,
3/15/1945,9.6,,9.6,,
3/16/1945,9.5,,9.5,,
3/17/1945,10.4,,10.4,,
3/18/1945,12.5,,12.5,,
3/19/1945,9,,9,,
3/20/1945,15.8,,15.8,,
3/21/1945,8.7,,8.7,,
3/22/1945,2.7,,2.7,,
3/23/1945,3.9,,3.9,,
3/24/1945,9.3,,9.3,,
3/25/1945,11,,11,,
3/26/1945,10.1,,10.1,,
3/27/1945,12.9,,12.9,,
3/28/1945,15.4,,15.4,,
3/29/1945,20.3,,20.3,,
3/30/1945,18.6,,18.6,,
3/31/1945,12.9,,12.9,,
4/1/1945,15.2,,15.2,,
4/2/1945,13.4,,13.4,,
4/3/1945,16.8,,16.8,,
4/4/1945,8,,8,,
4/5/1945,7.3,,7.3,,
4/6/1945,5.7,,5.7,,
4/7/1945,6.5,,6.5,,
4/8/1945,10.3,,10.3,,
4/9/1945,13,,13,,
4/10/1945,15.8,,15.8,,
4/11/1945,15.2,,15.2,,
4/12/1945,17.8,,17.8,,
4/13/1945,19.3,,19.3,,
4/14/1945,19.5,,19.5,,
4/15/1945,11.9,,11.9,,
4/16/1945,8.4,,8.4,,
4/17/1945,12.3,,12.3,,
4/18/1945,15.4,,15.4,,
4/19/1945,8.7,,8.7,,
4/20/1945,8.7,,8.7,,
4/21/1945,11.6,,11.6,,
4/22/1945,7.3,,7.3,,
4/23/1945,7.2,,7.2,,
4/24/1945,8.9,,8.9,,
4/25/1945,10.8,,10.8,,
4/26/1945,12.5,,12.5,,
4/27/1945,8.6,,8.6,,
4/28/1945,8.5,,8.5,,
4/29/1945,10.8,,10.8,,
4/30/1945,11.9,,11.9,,
5/1/1945,8.6,,8.6,,
5/2/1945,9.8,,9.8,,
5/3/1945,9.7,,9.7,,
5/4/1945,8.1,,8.1,,
5/5/1945,11.1,,11.1,,
5/6/1945,9.8,,9.8,,
5/7/1945,13.2,,13.2,,
5/8/1945,12.1,,12.1,,
5/9/1945,10.9,,10.9,,
5/10/1945,6.3,,6.3,,
5/11/1945,7.3,,7.3,,
5/12/1945,11,,11,,
5/13/1945,12.9,,12.9,,
5/14/1945,16.4,,16.4,,
5/15/1945,17.2,,17.2,,
5/16/1945,16.6,,16.6,,
5/17/1945,15.5,,15.5,,
5/18/1945,18.7,,18.7,,
5/19/1945,12.7,,12.7,,
5/20/1945,12.8,,12.8,,
5/21/1945,13.8,,13.8,,
5/22/1945,16.4,,16.4,,
5/23/1945,16.8,,16.8,,
5/24/1945,13.6,,13.6,,
5/25/1945,14.2,,14.2,,
5/26/1945,16.5,,16.5,,
5/27/1945,13.9,,13.9,,
5/28/1945,14.1,,14.1,,
5/29/1945,18.2,,18.2,,
5/30/1945,16.2,,16.2,,
5/31/1945,12.8,,12.8,,
6/1/1945,11.6,,11.6,,
6/2/1945,11.9,,11.9,,
6/3/1945,10.7,,10.7,,
6/4/1945,11.7,,11.7,,
6/5/1945,10.7,,10.7,,
6/6/1945,12.4,,12.4,,
6/7/1945,15,,15,,
6/8/1945,16.6,,16.6,,
6/9/1945,16.8,,16.8,,
6/10/1945,15.9,,15.9,,
6/11/1945,19.9,,19.9,,
6/12/1945,23.9,,23.9,,
6/13/1945,21.3,,21.3,,
6/14/1945,23.8,,23.8,,
6/15/1945,25.9,,25.9,,
6/16/1945,25.3,,25.3,,
6/17/1945,26.4,,26.4,,
6/18/1945,23.4,,23.4,,
6/19/1945,21.8,,21.8,,
6/20/1945,19.9,,19.9,,
6/21/1945,20.2,,20.2,,
6/22/1945,20.8,,20.8,,
6/23/1945,23.4,,23.4,,
6/24/1945,22.4,,22.4,,
6/25/1945,23.6,,23.6,,
6/26/1945,20.8,,20.8,,
6/27/1945,20.6,,20.6,,
6/28/1945,23.9,,23.9,,
6/29/1945,24.7,,24.7,,
6/30/1945,28,,28,,
7/1/1945,26.5,,26.5,,
7/2/1945,23.5,,23.5,,
7/3/1945,20.9,,20.9,,
7/4/1945,20.1,,20.1,,
7/5/1945,21.8,,21.8,,
7/6/1945,23.4,,23.4,,
7/7/1945,22.7,,22.7,,
7/8/1945,22.9,,22.9,,
7/9/1945,23.6,,23.6,,
7/10/1945,23.9,,23.9,,
7/11/1945,18.2,,18.2,,
7/12/1945,17.3,,17.3,,
7/13/1945,19.3,,19.3,,
7/14/1945,20.8,,20.8,,
7/15/1945,23,,23,,
7/16/1945,22.3,,22.3,,
7/17/1945,20.7,,20.7,,
7/18/1945,23.1,,23.1,,
7/19/1945,23,,23,,
7/20/1945,23.2,,23.2,,
7/21/1945,24.6,,24.6,,
7/22/1945,22.8,,22.8,,
7/23/1945,22,,22,,
7/24/1945,21.8,,21.8,,
7/25/1945,23.4,,23.4,,
7/26/1945,25.3,,25.3,,
7/27/1945,23.4,,23.4,,
7/28/1945,19.7,,19.7,,
7/29/1945,21.4,,21.4,,
7/30/1945,22,,22,,
7/31/1945,21.6,,21.6,,
8/1/1945,18.7,,18.7,,
8/2/1945,21.2,,21.2,,
8/3/1945,24.3,,24.3,,
8/4/1945,21.3,,21.3,,
8/5/1945,20.7,,20.7,,
8/6/1945,16.2,,16.2,,
8/7/1945,17,,17,,
8/8/1945,20.4,,20.4,,
8/9/1945,20.7,,20.7,,
8/10/1945,20.4,,20.4,,
8/11/1945,23.3,,23.3,,
8/12/1945,23.8,,23.8,,
8/13/1945,23,,23,,
8/14/1945,23.4,,23.4,,
8/15/1945,23.9,,23.9,,
8/16/1945,18.9,,18.9,,
8/17/1945,18.5,,18.5,,
8/18/1945,19.2,,19.2,,
8/19/1945,20.5,,20.5,,
8/20/1945,21.6,,21.6,,
8/21/1945,24.3,,24.3,,
8/22/1945,26.4,,26.4,,
8/23/1945,20.5,,20.5,,
8/24/1945,14.9,,14.9,,
8/25/1945,13.1,,13.1,,
8/26/1945,17.1,,17.1,,
8/27/1945,18.7,,18.7,,
8/28/1945,19.4,,19.4,,
8/29/1945,25.2,,25.2,,
8/30/1945,24.7,,24.7,,
8/31/1945,23.2,,23.2,,
9/1/1945,23.2,,23.2,,
9/2/1945,22.4,,22.4,,
9/3/1945,21,,21,,
9/4/1945,20.5,,20.5,,
9/5/1945,23.8,,23.8,,
9/6/1945,26.4,,26.4,,
9/7/1945,27.6,,27.6,,
9/8/1945,27.2,,27.2,,
9/9/1945,24.4,,24.4,,
9/10/1945,24.1,,24.1,,
9/11/1945,23.3,,23.3,,
9/12/1945,23.5,,23.5,,
9/13/1945,22.1,,22.1,,
9/14/1945,19.2,,19.2,,
9/15/1945,23.8,,23.8,,
9/16/1945,16.6,,16.6,,
9/17/1945,11.4,,11.4,,
9/18/1945,13.3,,13.3,,
9/19/1945,20.2,,20.2,,
9/20/1945,15.7,,15.7,,
9/21/1945,21.6,,21.6,,
9/22/1945,16.8,,16.8,,
9/23/1945,12.4,,12.4,,
9/24/1945,19.4,,19.4,,
9/25/1945,23.4,,23.4,,
9/26/1945,24.5,,24.5,,
9/27/1945,19.6,,19.6,,
9/28/1945,20.2,,20.2,,
9/29/1945,23.5,,23.5,,
9/30/1945,10.7,,10.7,,
10/1/1945,7.5,,7.5,,
10/2/1945,18.8,,18.8,,
10/3/1945,8.8,,8.8,,
10/4/1945,8.3,,8.3,,
10/5/1945,14.1,,14.1,,
10/6/1945,15.9,,15.9,,
10/7/1945,17.6,,17.6,,
10/8/1945,19.4,,19.4,,
10/9/1945,11.2,,11.2,,
10/10/1945,11.1,,11.1,,
10/11/1945,11.2,,11.2,,
10/12/1945,9.3,,9.3,,
10/13/1945,11.9,,11.9,,
10/14/1945,8.7,,8.7,,
1/1/1949,-1.1,,,1.1,-3.3
1/2/1949,-0.55,,,0.6,-1.7
1/3/1949,-1.1,,,2.2,-4.4
1/4/1949,-0.85,,,4.4,-6.1
1/5/1949,5.3,,,11.7,-1.1
1/6/1949,6.4,,,12.8,0
1/7/1949,4.75,,,8.9,0.6
1/8/1949,6.35,,,13.3,-0.6
1/9/1949,3.3,,,7.2,-0.6
1/10/1949,4.7,,,8.3,1.1
1/11/1949,-0.55,,,3.3,-4.4
1/12/1949,-3.6,,,0,-7.2
1/13/1949,0.55,,,3.3,-2.2
1/14/1949,-0.55,,,5,-6.1
1/15/1949,-6.1,,,-1.1,-11.1
1/16/1949,3.65,,,10.6,-3.3
1/17/1949,6.1,,,11.1,1.1
1/18/1949,0.85,,,5,-3.3
1/19/1949,6.4,,,12.8,0
1/20/1949,-0.6,,,4.4,-5.6
1/21/1949,-3.6,,,0,-7.2
1/22/1949,-1.7,,,,-1.7
1/23/1949,-1.95,,,2.2,-6.1
1/24/1949,1.1,,,4.4,-2.2
1/25/1949,0.85,,,6.1,-4.4
1/26/1949,-5.8,,,-4.4,-7.2
1/27/1949,-3.9,,,-1.1,-6.7
1/28/1949,-0.25,,,2.8,-3.3
1/29/1949,-1.95,,,3.9,-7.8
1/30/1949,-9.7,,,-2.2,-17.2
1/31/1949,-5.55,,,0.6,-11.7
2/1/1949,-4.75,,,1.1,-10.6
2/2/1949,-7.5,,,-1.7,-13.3
2/3/1949,-8.9,,,-1.7,-16.1
2/4/1949,-3.35,,,-1.1,-5.6
2/5/1949,-4.7,,,0,-9.4
2/6/1949,-8.35,,,-1.1,-15.6
2/7/1949,-3.9,,,5,-12.8
2/8/1949,-3.35,,,4.4,-11.1
2/9/1949,2.8,,,10.6,-5
2/10/1949,-1.15,,,4.4,-6.7
2/11/1949,-6.1,,,0,-12.2
2/12/1949,-7.75,,,0.6,-16.1
2/13/1949,5,,,11.1,-1.1
2/14/1949,6.15,,,10.6,1.7
2/15/1949,5.55,,,8.9,2.2
2/16/1949,3.6,,,7.2,0
2/17/1949,-2.5,,,0.6,-5.6
2/18/1949,-3.65,,,4.4,-11.7
2/19/1949,6.95,,,13.9,0
2/20/1949,5.55,,,11.1,0
2/21/1949,0,,,4.4,-4.4
2/22/1949,0.55,,,3.3,-2.2
2/23/1949,3.35,,,7.8,-1.1
2/24/1949,2.8,,,10,-4.4
2/25/1949,4.75,,,7.8,1.7
2/26/1949,-0.25,,,3.9,-4.4
2/27/1949,-1.4,,,6.1,-8.9
2/28/1949,-2.2,,,0.6,-5
3/1/1949,-1.15,,,3.3,-5.6
3/2/1949,-5.55,,,0.6,-11.7
3/3/1949,-4.15,,,3.9,-12.2
3/4/1949,-5.85,,,2.2,-13.9
3/5/1949,4.45,,,11.1,-2.2
3/6/1949,6.4,,,11.1,1.7
3/7/1949,-1.7,,,3.3,-6.7
3/8/1949,-0.55,,,8.3,-9.4
3/9/1949,4.75,,,13.9,-4.4
3/10/1949,3.85,,,8.3,-0.6
3/11/1949,1.4,,,2.8,0
3/12/1949,0,,,3.3,-3.3
3/13/1949,-1.4,,,2.8,-5.6
3/14/1949,1.65,,,8.3,-5
3/15/1949,0,,,4.4,-4.4
3/16/1949,-2.5,,,2.2,-7.2
3/17/1949,0.85,,,6.1,-4.4
3/18/1949,-3.9,,,-2.2,-5.6
3/19/1949,-8.05,,,-3.3,-12.8
3/20/1949,-6.95,,,1.7,-15.6
3/21/1949,1.4,,,11.7,-8.9
3/22/1949,10.85,,,16.7,5
3/23/1949,11.65,,,18.3,5
3/24/1949,6.65,,,13.3,0
3/25/1949,5.55,,,12.2,-1.1
3/26/1949,13.35,,,21.7,5
3/27/1949,16.4,,,21.1,11.7
3/28/1949,14.15,,,21.1,7.2
3/29/1949,11.95,,,18.9,5
3/30/1949,10,,,15,5
3/31/1949,5.55,,,7.2,3.9
4/1/1949,6.4,,,10.6,2.2
4/2/1949,7.8,,,15,0.6
4/3/1949,8.05,,,15,1.1
4/4/1949,5.8,,,9.4,2.2
4/5/1949,6.1,,,16.1,-3.9
4/6/1949,7.75,,,11.1,4.4
4/7/1949,11.95,,,18.3,5.6
4/8/1949,8.85,,,13.3,4.4
4/9/1949,5.55,,,8.9,2.2
4/10/1949,7.8,,,15,0.6
4/11/1949,9.15,,,17.2,1.1
4/12/1949,10.85,,,21.7,0
4/13/1949,13.3,,,22.2,4.4
4/14/1949,18.85,,,24.4,13.3
4/15/1949,13.35,,,21.1,5.6
4/16/1949,7.5,,,12.8,2.2
4/17/1949,4.45,,,10,-1.1
4/18/1949,4.7,,,9.4,0
4/19/1949,7.75,,,12.2,3.3
4/20/1949,8.35,,,17.8,-1.1
4/21/1949,12.2,,,24.4,0
4/22/1949,14.7,,,24.4,5
4/23/1949,13.65,,,21.7,5.6
4/24/1949,9.75,,,15.6,3.9
4/25/1949,7.2,,,14.4,0
4/26/1949,12.5,,,18.9,6.1
4/27/1949,17.75,,,24.4,11.1
4/28/1949,7.2,,,13.3,1.1
4/29/1949,6.95,,,16.7,-2.8
4/30/1949,16.15,,,26.7,5.6
5/1/1949,16.1,,,25,7.2
5/2/1949,19.45,,,23.3,15.6
5/3/1949,17.75,,,24.4,11.1
5/4/1949,17.5,,,28.3,6.7
5/5/1949,23.3,,,34.4,12.2
5/6/1949,20.85,,,26.1,15.6
5/7/1949,17.8,,,25.6,10
5/8/1949,14.2,,,22.8,5.6
5/9/1949,16.7,,,26.7,6.7
5/10/1949,14.15,,,18.3,10
5/11/1949,12.2,,,18.3,6.1
5/12/1949,8.85,,,14.4,3.3
5/13/1949,11.15,,,20.6,1.7
5/14/1949,15.3,,,23.9,6.7
5/15/1949,15.55,,,22.2,8.9
5/16/1949,13.05,,,21.7,4.4
5/17/1949,18.6,,,29.4,7.8
5/18/1949,20.55,,,30,11.1
5/19/1949,23.9,,,32.8,15
5/20/1949,11.4,,,17.8,5
